model,threshold,n,positives,predicted_positives,tp,fp,tn,fn,accuracy,sensitivity,specificity,precision,npv,f1,balanced_accuracy,auc,brier
BUP_model,0.1,387,112,284,86,198,77,26,0.42118863049095606,0.7678571428571429,0.28,0.3028169014084507,0.7475728155339806,0.43434343434343436,0.5239285714285715,0.6222402597402596,0.20571561394869903
BUP_model,0.11,387,112,281,86,195,80,26,0.4289405684754522,0.7678571428571429,0.2909090909090909,0.30604982206405695,0.7547169811320755,0.43765903307888043,0.5293831168831169,0.6222402597402596,0.20571561394869903
BUP_model,0.12,387,112,268,84,184,91,28,0.45219638242894056,0.75,0.33090909090909093,0.31343283582089554,0.7647058823529411,0.4421052631578948,0.5404545454545455,0.6222402597402596,0.20571561394869903
BUP_model,0.13,387,112,260,82,178,97,30,0.4625322997416021,0.7321428571428571,0.3527272727272727,0.3153846153846154,0.7637795275590551,0.4408602150537635,0.5424350649350649,0.6222402597402596,0.20571561394869903
BUP_model,0.14,387,112,247,81,166,109,31,0.4909560723514212,0.7232142857142857,0.39636363636363636,0.32793522267206476,0.7785714285714286,0.4512534818941504,0.559788961038961,0.6222402597402596,0.20571561394869903
BUP_model,0.15,387,112,240,80,160,115,32,0.5038759689922481,0.7142857142857143,0.41818181818181815,0.3333333333333333,0.782312925170068,0.4545454545454545,0.5662337662337662,0.6222402597402596,0.20571561394869903
BUP_model,0.16,387,112,233,77,156,119,35,0.5064599483204134,0.6875,0.43272727272727274,0.33047210300429186,0.7727272727272727,0.44637681159420295,0.5601136363636363,0.6222402597402596,0.20571561394869903
BUP_model,0.17,387,112,219,76,143,132,36,0.537467700258398,0.6785714285714286,0.48,0.3470319634703196,0.7857142857142857,0.45921450151057397,0.5792857142857143,0.6222402597402596,0.20571561394869903
BUP_model,0.18,387,112,207,75,132,143,37,0.5633074935400517,0.6696428571428571,0.52,0.36231884057971014,0.7944444444444444,0.4702194357366771,0.5948214285714286,0.6222402597402596,0.20571561394869903
BUP_model,0.19,387,112,201,73,128,147,39,0.5684754521963824,0.6517857142857143,0.5345454545454545,0.36318407960199006,0.7903225806451613,0.4664536741214058,0.5931655844155844,0.6222402597402596,0.20571561394869903
BUP_model,0.2,387,112,183,67,116,159,45,0.5839793281653747,0.5982142857142857,0.5781818181818181,0.366120218579235,0.7794117647058824,0.4542372881355932,0.5881980519480519,0.6222402597402596,0.20571561394869903
BUP_model,0.21,387,112,175,67,108,167,45,0.6046511627906976,0.5982142857142857,0.6072727272727273,0.38285714285714284,0.7877358490566038,0.4668989547038327,0.6027435064935065,0.6222402597402596,0.20571561394869903
BUP_model,0.22,387,112,166,64,102,173,48,0.6124031007751938,0.5714285714285714,0.6290909090909091,0.3855421686746988,0.7828054298642534,0.460431654676259,0.6002597402597403,0.6222402597402596,0.20571561394869903
BUP_model,0.23,387,112,153,62,91,184,50,0.6356589147286822,0.5535714285714286,0.6690909090909091,0.40522875816993464,0.7863247863247863,0.4679245283018868,0.6113311688311689,0.6222402597402596,0.20571561394869903
BUP_model,0.24,387,112,142,58,84,191,54,0.6434108527131783,0.5178571428571429,0.6945454545454546,0.4084507042253521,0.7795918367346939,0.4566929133858268,0.6062012987012988,0.6222402597402596,0.20571561394869903
BUP_model,0.25,387,112,136,56,80,195,56,0.648578811369509,0.5,0.7090909090909091,0.4117647058823529,0.7768924302788844,0.45161290322580644,0.6045454545454545,0.6222402597402596,0.20571561394869903
BUP_model,0.26,387,112,123,52,71,204,60,0.661498708010336,0.4642857142857143,0.7418181818181818,0.42276422764227645,0.7727272727272727,0.4425531914893618,0.6030519480519481,0.6222402597402596,0.20571561394869903
BUP_model,0.27,387,112,116,51,65,210,61,0.6744186046511628,0.45535714285714285,0.7636363636363637,0.4396551724137931,0.7749077490774908,0.4473684210526316,0.6094967532467532,0.6222402597402596,0.20571561394869903
BUP_model,0.28,387,112,106,50,56,219,62,0.6950904392764858,0.44642857142857145,0.7963636363636364,0.4716981132075472,0.7793594306049823,0.45871559633027525,0.6213961038961039,0.6222402597402596,0.20571561394869903
BUP_model,0.29,387,112,100,48,52,223,64,0.7002583979328165,0.42857142857142855,0.8109090909090909,0.48,0.7770034843205574,0.4528301886792452,0.6197402597402597,0.6222402597402596,0.20571561394869903
BUP_model,0.3,387,112,92,45,47,228,67,0.7054263565891473,0.4017857142857143,0.8290909090909091,0.4891304347826087,0.7728813559322034,0.4411764705882353,0.6154383116883118,0.6222402597402596,0.20571561394869903
BUP_model,0.31,387,112,81,41,40,235,71,0.7131782945736435,0.36607142857142855,0.8545454545454545,0.5061728395061729,0.7679738562091504,0.4248704663212435,0.6103084415584416,0.6222402597402596,0.20571561394869903
BUP_model,0.32,387,112,77,39,38,237,73,0.7131782945736435,0.3482142857142857,0.8618181818181818,0.5064935064935064,0.7645161290322581,0.4126984126984127,0.6050162337662337,0.6222402597402596,0.20571561394869903
BUP_model,0.33,387,112,75,38,37,238,74,0.7131782945736435,0.3392857142857143,0.8654545454545455,0.5066666666666667,0.7628205128205128,0.40641711229946526,0.6023701298701298,0.6222402597402596,0.20571561394869903
BUP_model,0.34,387,112,72,38,34,241,74,0.7209302325581395,0.3392857142857143,0.8763636363636363,0.5277777777777778,0.765079365079365,0.41304347826086957,0.6078246753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.35,387,112,67,35,32,243,77,0.7183462532299741,0.3125,0.8836363636363637,0.5223880597014925,0.759375,0.39106145251396646,0.5980681818181819,0.6222402597402596,0.20571561394869903
BUP_model,0.36,387,112,62,35,27,248,77,0.7312661498708011,0.3125,0.9018181818181819,0.5645161290322581,0.7630769230769231,0.40229885057471265,0.6071590909090909,0.6222402597402596,0.20571561394869903
BUP_model,0.37,387,112,56,31,25,250,81,0.7260981912144703,0.2767857142857143,0.9090909090909091,0.5535714285714286,0.7552870090634441,0.36904761904761907,0.5929383116883117,0.6222402597402596,0.20571561394869903
BUP_model,0.38,387,112,53,31,22,253,81,0.7338501291989664,0.2767857142857143,0.92,0.5849056603773585,0.7574850299401198,0.37575757575757573,0.5983928571428572,0.6222402597402596,0.20571561394869903
BUP_model,0.39,387,112,50,29,21,254,83,0.7312661498708011,0.25892857142857145,0.9236363636363636,0.58,0.7537091988130564,0.3580246913580247,0.5912824675324675,0.6222402597402596,0.20571561394869903
BUP_model,0.4,387,112,44,25,19,256,87,0.7260981912144703,0.22321428571428573,0.9309090909090909,0.5681818181818182,0.7463556851311953,0.32051282051282054,0.5770616883116884,0.6222402597402596,0.20571561394869903
BUP_model,0.41,387,112,40,22,18,257,90,0.7209302325581395,0.19642857142857142,0.9345454545454546,0.55,0.7406340057636888,0.2894736842105263,0.565487012987013,0.6222402597402596,0.20571561394869903
BUP_model,0.42,387,112,34,19,15,260,93,0.7209302325581395,0.16964285714285715,0.9454545454545454,0.5588235294117647,0.7365439093484419,0.2602739726027397,0.5575487012987013,0.6222402597402596,0.20571561394869903
BUP_model,0.43,387,112,31,17,14,261,95,0.7183462532299741,0.15178571428571427,0.9490909090909091,0.5483870967741935,0.7331460674157303,0.23776223776223776,0.5504383116883117,0.6222402597402596,0.20571561394869903
BUP_model,0.44,387,112,27,14,13,262,98,0.7131782945736435,0.125,0.9527272727272728,0.5185185185185185,0.7277777777777777,0.2014388489208633,0.5388636363636363,0.6222402597402596,0.20571561394869903
BUP_model,0.45,387,112,23,13,10,265,99,0.7183462532299741,0.11607142857142858,0.9636363636363636,0.5652173913043478,0.728021978021978,0.19259259259259257,0.5398538961038961,0.6222402597402596,0.20571561394869903
BUP_model,0.46,387,112,23,13,10,265,99,0.7183462532299741,0.11607142857142858,0.9636363636363636,0.5652173913043478,0.728021978021978,0.19259259259259257,0.5398538961038961,0.6222402597402596,0.20571561394869903
BUP_model,0.47,387,112,21,11,10,265,101,0.7131782945736435,0.09821428571428571,0.9636363636363636,0.5238095238095238,0.7240437158469946,0.16541353383458646,0.5309253246753247,0.6222402597402596,0.20571561394869903
BUP_model,0.48,387,112,21,11,10,265,101,0.7131782945736435,0.09821428571428571,0.9636363636363636,0.5238095238095238,0.7240437158469946,0.16541353383458646,0.5309253246753247,0.6222402597402596,0.20571561394869903
BUP_model,0.49,387,112,18,9,9,266,103,0.710594315245478,0.08035714285714286,0.9672727272727273,0.5,0.7208672086720868,0.13846153846153847,0.523814935064935,0.6222402597402596,0.20571561394869903
BUP_model,0.5,387,112,16,9,7,268,103,0.7157622739018088,0.08035714285714286,0.9745454545454545,0.5625,0.7223719676549866,0.140625,0.5274512987012987,0.6222402597402596,0.20571561394869903
BUP_model,0.51,387,112,11,6,5,270,106,0.7131782945736435,0.05357142857142857,0.9818181818181818,0.5454545454545454,0.7180851063829787,0.09756097560975609,0.5176948051948052,0.6222402597402596,0.20571561394869903
BUP_model,0.52,387,112,10,6,4,271,106,0.7157622739018088,0.05357142857142857,0.9854545454545455,0.6,0.7188328912466844,0.0983606557377049,0.519512987012987,0.6222402597402596,0.20571561394869903
BUP_model,0.53,387,112,9,5,4,271,107,0.7131782945736435,0.044642857142857144,0.9854545454545455,0.5555555555555556,0.716931216931217,0.08264462809917357,0.5150487012987013,0.6222402597402596,0.20571561394869903
BUP_model,0.54,387,112,8,4,4,271,108,0.710594315245478,0.03571428571428571,0.9854545454545455,0.5,0.7150395778364116,0.06666666666666667,0.5105844155844156,0.6222402597402596,0.20571561394869903
BUP_model,0.55,387,112,8,4,4,271,108,0.710594315245478,0.03571428571428571,0.9854545454545455,0.5,0.7150395778364116,0.06666666666666667,0.5105844155844156,0.6222402597402596,0.20571561394869903
BUP_model,0.56,387,112,5,3,2,273,109,0.7131782945736435,0.026785714285714284,0.9927272727272727,0.6,0.7146596858638743,0.05128205128205128,0.5097564935064934,0.6222402597402596,0.20571561394869903
BUP_model,0.57,387,112,5,3,2,273,109,0.7131782945736435,0.026785714285714284,0.9927272727272727,0.6,0.7146596858638743,0.05128205128205128,0.5097564935064934,0.6222402597402596,0.20571561394869903
BUP_model,0.58,387,112,5,3,2,273,109,0.7131782945736435,0.026785714285714284,0.9927272727272727,0.6,0.7146596858638743,0.05128205128205128,0.5097564935064934,0.6222402597402596,0.20571561394869903
BUP_model,0.59,387,112,5,3,2,273,109,0.7131782945736435,0.026785714285714284,0.9927272727272727,0.6,0.7146596858638743,0.05128205128205128,0.5097564935064934,0.6222402597402596,0.20571561394869903
BUP_model,0.6,387,112,5,3,2,273,109,0.7131782945736435,0.026785714285714284,0.9927272727272727,0.6,0.7146596858638743,0.05128205128205128,0.5097564935064934,0.6222402597402596,0.20571561394869903
BUP_model,0.61,387,112,4,3,1,274,109,0.7157622739018088,0.026785714285714284,0.9963636363636363,0.75,0.7154046997389034,0.051724137931034475,0.5115746753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.62,387,112,4,3,1,274,109,0.7157622739018088,0.026785714285714284,0.9963636363636363,0.75,0.7154046997389034,0.051724137931034475,0.5115746753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.63,387,112,4,3,1,274,109,0.7157622739018088,0.026785714285714284,0.9963636363636363,0.75,0.7154046997389034,0.051724137931034475,0.5115746753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.64,387,112,4,3,1,274,109,0.7157622739018088,0.026785714285714284,0.9963636363636363,0.75,0.7154046997389034,0.051724137931034475,0.5115746753246753,0.6222402597402596,0.20571561394869903
BUP_model,0.65,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.66,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.67,387,112,3,3,0,275,109,0.7183462532299741,0.026785714285714284,1.0,1.0,0.7161458333333334,0.052173913043478265,0.5133928571428571,0.6222402597402596,0.20571561394869903
BUP_model,0.68,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.69,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.7,387,112,1,1,0,275,111,0.7131782945736435,0.008928571428571428,1.0,1.0,0.7124352331606217,0.017699115044247787,0.5044642857142857,0.6222402597402596,0.20571561394869903
BUP_model,0.71,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.72,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.73,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.74,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.75,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.76,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.77,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.78,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.79,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.8,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.81,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.82,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.83,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.84,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.85,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.86,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.87,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.88,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.89,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.9,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.91,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.92,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.93,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.94,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.95,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.96,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.97,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.98,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
BUP_model,0.99,387,112,0,0,0,275,112,0.710594315245478,0.0,1.0,,0.710594315245478,,0.5,0.6222402597402596,0.20571561394869903
